objectid,filename,format,subject,latitude,longitude,title,date,creator,description,rights,licenseurl,repository,citation,url
UAA-1990-060-007,https://archive.org/download/UAA-1990-060-007/UAA-1990-060-007.jpg,image/jpeg,Convocation; Buildings,,,Convocation,1925,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1990-060-007, Convocation, 1925",https://archive.org/details/UAA-1990-060-007
uaa-1969-097-588,https://archive.org/download/uaa-1969-097-588/uaa-1969-097-588.jpg,image/jpeg,Equipment; Faculty/Staff,,,Remote control system in Department of Extension,1926,University of Alberta Archives,First remote control system in Department of Extension. Dr. Warren at Microphone in Dr. Ottwell's Office 1926,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-588, Remote control system in Department of Extension, 1926",https://archive.org/details/uaa-1969-097-588
uaa-1969-097-590,https://archive.org/download/uaa-1969-097-590/uaa-1969-097-590.jpg,image/jpeg,Hospital,,,Royal Alex Hospital Children's Ward,1926,University of Alberta Archives,"Royal Alex Hospital Children's Ward, 1926",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-590, Royal Alex Hospital Children's Ward, 1926",https://archive.org/details/uaa-1969-097-590
uaa-1969-097-595,https://dn790000.ca.archive.org/0/items/uaa-1969-097-595/UAa-1969-097-595.tiff.jpg,image/jpeg,Agriculture,,,Swift Meat Sign,1926,University of Alberta Archives,Swift Meat Sign for Book Sign 1926,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-595, Swift Meat Sign, 1926",https://archive.org/details/uaa-1969-097-595
uaa-1969-097-602.tiff,https://archive.org/download/uaa-1969-097-602.tiff/uaa-1969-097-602.tiff.jpg,image/jpeg,Hospital; Equipment,,,University of Alberta Hospital,1926,University of Alberta Archives,University of Alberta Hospital Doctor and Nurse Administering Gas 1926,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-602.tiff, University of Alberta Hospital, 1926",https://archive.org/details/uaa-1969-097-602.tiff
UAA-1969-097-016,https://archive.org/download/UAA-1969-097-016/UAA-1969-097-016.jpg,image/jpeg,Agriculture; Buildings; Student Life; Women,,,9th Annual University Week for Farm Young People,1927,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-016, 9th Annual University Week for Farm Young People, 1927",https://archive.org/details/UAA-1969-097-016
UAA-1969-097-019b,https://archive.org/download/UAA-1969-097-019b/UAA-1969-097-019b.jpg,image/jpeg,Buildings,,,St. Joseph's College,1927,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-019b, St. Joseph's College, 1927",https://archive.org/details/UAA-1969-097-019b
uaa-1969-097-622a,https://archive.org/download/uaa-1969-097-622a/uaa-1969-097-622a.jpg,image/jpeg,Health Sciences,,,Medical Building Pathology Lab,1927,University of Alberta Archives,Medical Building Pathology Lab.,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-622a, Medical Building Pathology Lab, 1927",https://archive.org/details/uaa-1969-097-622a
uaa-1969-097-622b,https://archive.org/download/uaa-1969-097-622b/uaa-1969-097-622b.jpg,image/jpeg,Health Sciences,,,Medical Building Pathology Lab,1927,University of Alberta Archives,Medical Building Pathology Lab.1927,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-622b, Medical Building Pathology Lab, 1927",https://archive.org/details/uaa-1969-097-622b
uaa-1969-097-626,https://archive.org/download/uaa-1969-097-626/uaa-1969-097-626.jpg,image/jpeg,Faculty/Staff; Sciences/Engineering,,,Plaque to William Muir Edwards,1927,University of Alberta Archives,"Plaque to Commemorate Memory of William Muir Edwards, 1927",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-626, Plaque to William Muir Edwards, 1927",https://archive.org/details/uaa-1969-097-626
uaa-1969-097-628b,https://ia804604.us.archive.org/22/items/uaa-1969-097-628b/UAA-1969-097-628b.tiff.jpg,image/jpeg,Health Sciences,,,Dentistry Under Medical Building Theater,1927,University of Alberta Archives,"Dentistry Under Medical Building Theater, 1927",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-628b, Dentistry Under Medical Building Theater, 1927",https://archive.org/details/uaa-1969-097-628b
uaa-1969-097-632,https://archive.org/download/uaa-1969-097-632/uaa-1969-097-632.jpg,image/jpeg,Women; Class Photos,,,Female students in Economics Department,1927,University of Alberta Archives,"Female students in Economics Department, 1927",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-632, Female students in Economics Department, 1927",https://archive.org/details/uaa-1969-097-632
uaa-1969-097-641c,https://archive.org/download/uaa-1969-097-641c/uaa-1969-097-641c.jpg,image/jpeg,Buildings; Health Sciences,,,Lab in Medical Building,1927,University of Alberta Archives,Classroom and Lab in Medical Building 1927,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-641c, Lab in Medical Building, 1927",https://archive.org/details/uaa-1969-097-641c
uaa-1969-097-667a,https://archive.org/download/uaa-1969-097-667a/uaa-1969-097-667a.jpg,image/jpeg,Arts/Fine Arts,,,Signboard for Book Signs,1927,University of Alberta Archives,"Signboard for Book Signs, 1927",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-667a, Signboard for Book Signs, 1927",https://archive.org/details/uaa-1969-097-667a
uaa-1969-097-667c,https://archive.org/download/uaa-1969-097-667c/uaa-1969-097-667c.jpg,image/jpeg,Arts/Fine Arts,,,Signboard Displayed Along Street,1927,University of Alberta Archives,"Signboard for Book Signs Displayed Along Street, 1927",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-667c, Signboard Displayed Along Street, 1927",https://archive.org/details/uaa-1969-097-667c
uaa-1969-097-671b,https://archive.org/download/uaa-1969-097-671b/uaa-1969-097-671b.jpg,image/jpeg,Arts/Fine Arts,,,Imperial Mixture Signboard,1927,University of Alberta Archives,Imperial Mixture Signboard for Book Signs 1927,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-671b, Imperial Mixture Signboard, 1927",https://archive.org/details/uaa-1969-097-671b
uaa-1969-097-679b,https://archive.org/download/uaa-1969-097-679b/uaa-1969-097-679b.jpg,image/jpeg,Buildings,,,St. Joseph's College,1927,University of Alberta Archives,Chapel and Gym St. Joseph's College 1927,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-679b, St. Joseph's College, 1927",https://archive.org/details/uaa-1969-097-679b
uaa-1969-097-681b,https://archive.org/download/uaa-1969-097-681b/uaa-1969-097-681b.jpg,image/jpeg,Agriculture,,,University of Alberta at Edmonton Exhibition,1927,University of Alberta Archives,"University of Alberta at Edmonton Exhibition, 1927",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-681b, University of Alberta at Edmonton Exhibition, 1927",https://archive.org/details/uaa-1969-097-681b
uaa-1969-097-691,https://archive.org/download/uaa-1969-097-691/uaa-1969-097-691.jpg,image/jpeg,Arts/Fine Arts,,,Signboard for Book Signs,1927,University of Alberta Archives,"Signboard for Book Signs, Ganong's Chocolates 1927",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-691, Signboard for Book Signs, 1927",https://archive.org/details/uaa-1969-097-691
uaa-1969-097-693,https://ia904607.us.archive.org/10/items/uaa-1969-097-693/UAA-1969-097-693.tiff.jpg,image/jpeg,Buildings; Athletics,,,Exterior of University of Alberta Rink,1927,University of Alberta Archives,"Exterior of University of Alberta Rink, 1927",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-693, Exterior of University of Alberta Rink, 1927",https://archive.org/details/uaa-1969-097-693
uaa-1969-097-699b,https://archive.org/download/uaa-1969-097-699b/uaa-1969-097-699b.jpg,image/jpeg,Buildings; Radio/Television; Residences,,,CKUA Radio Towers and Residences,1927,University of Alberta Archives,"CKUA Radio Towers and Residences, 1927",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-699b, CKUA Radio Towers and Residences, 1927",https://archive.org/details/uaa-1969-097-699b
uaa-1969-097-712,https://archive.org/download/uaa-1969-097-712/uaa-1969-097-712.jpg,image/jpeg,Athletics; Women,,,Women's Hockey Team,1927,University of Alberta Archives,"Women's Hockey Team, 1927-1928",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-712, Women's Hockey Team, 1927",https://archive.org/details/uaa-1969-097-712
UAA-1969-012-004,https://archive.org/download/UAA-1969-012-004/UAA-1969-012-004.jpg,image/jpeg,President,,,President Robert Charles Wallace,1928,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-012-004, President Robert Charles Wallace, 1928",https://archive.org/details/UAA-1969-012-004
UAA-1969-018-034,https://archive.org/download/UAA-1969-018-034/UAA-1969-018-034.jpg,image/jpeg,Buildings; Residences; Quad,,,Athabasca Hall,1928,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-018-034, Athabasca Hall, 1928",https://archive.org/details/UAA-1969-018-034
UAA-1969-018-036,https://archive.org/download/UAA-1969-018-036/UAA-1969-018-036.jpg,image/jpeg,Buildings; Residences; Quad,,,Pembina Hall,1928,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-018-036, Pembina Hall, 1928",https://archive.org/details/UAA-1969-018-036
UAA-1969-018-037,https://archive.org/download/UAA-1969-018-037/UAA-1969-018-037.jpg,image/jpeg,Buildings; Residences; Quad,,,"Athabasca Hall, Pembina Hall & Assiniboia Hall",1928,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-018-037, Athabasca Hall, Pembina Hall & Assiniboia Hall, 1928",https://archive.org/details/UAA-1969-018-037
UAA-1969-097-026,https://archive.org/download/UAA-1969-097-026/UAA-1969-097-026.jpg,image/jpeg,Radio/Television; Women,,,Choir from CKUA,1928,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-026, Choir from CKUA, 1928",https://archive.org/details/UAA-1969-097-026
uaa-1969-097-717,https://archive.org/download/uaa-1969-097-717/uaa-1969-097-717.jpg,image/jpeg,Student Life,,,Junior Prom,1928,University of Alberta Archives,"Junior Prom, 1928",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-717, Junior Prom, 1928",https://archive.org/details/uaa-1969-097-717
uaa-1969-097-739,https://archive.org/download/uaa-1969-097-739/uaa-1969-097-739.jpg,image/jpeg,Clubs/Fraternities; Athletics,,,Senior Men's Hockey Club,1928,University of Alberta Archives,"Senior Men's Hockey Club, 1927-1928",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-739, Senior Men's Hockey Club, 1928",https://archive.org/details/uaa-1969-097-739
uaa-1969-097-741,https://archive.org/download/uaa-1969-097-741/uaa-1969-097-741.jpg,image/jpeg,Sciences/Engineering; Equipment,,,Physics Apparatus,1928,University of Alberta Archives,"Physics Apparatus, 1928",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-741, Physics Apparatus, 1928",https://archive.org/details/uaa-1969-097-741
uaa-1969-097-743a,https://archive.org/download/uaa-1969-097-743a/uaa-1969-097-743a.jpg,image/jpeg,Hospital,,,University of Alberta Hospital Special Polio Wing,1928,University of Alberta Archives,"University of Alberta Hospital Special Polio Wing, 1928",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-743a, University of Alberta Hospital Special Polio Wing, 1928",https://archive.org/details/uaa-1969-097-743a
uaa-1969-097-743c,https://archive.org/download/uaa-1969-097-743c/uaa-1969-097-743c.jpg,image/jpeg,Hospital,,,University of Alberta Hospital Special Polio Wing,1928,University of Alberta Archives,View of University of Alberta Hospital Special Polio Wing 1928,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-743c, University of Alberta Hospital Special Polio Wing, 1928",https://archive.org/details/uaa-1969-097-743c
uaa-1969-097-754,https://archive.org/download/uaa-1969-097-754/uaa-1969-097-754.jpg,image/jpeg,Hospital,,,Mothers and kids at Clinic,1928,University of Alberta Archives,Mother's and baby at Clinic 1928,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-754, Mothers and kids at Clinic, 1928",https://archive.org/details/uaa-1969-097-754
uaa-1969-097-760,https://archive.org/download/uaa-1969-097-760/uaa-1969-097-760.jpg,image/jpeg,Hospital,,,Provincial Hospital Exhibit at Edmonton Exhibition,1928,University of Alberta Archives,"Provincial Hospital Exhibit at Edmonton Exhibition, 1928",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-760, Provincial Hospital Exhibit at Edmonton Exhibition, 1928",https://archive.org/details/uaa-1969-097-760
UAA-1969-010-028,https://archive.org/download/UAA-1969-010-028/UAA-1969-010-028.jpg,image/jpeg,Aerial views; Buildings; Agriculture; Quad,,,U of A air view looking north,1929,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-010-028, U of A air view looking north, 1929",https://archive.org/details/UAA-1969-010-028
UAA-1969-010-032,https://archive.org/download/UAA-1969-010-032/UAA-1969-010-032.jpg,image/jpeg,Aerial views; Buildings; Quad,,,U of A air view looking southwest,1929,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-010-032, U of A air view looking southwest, 1929",https://archive.org/details/UAA-1969-010-032
UAA-1969-010-034,https://archive.org/download/UAA-1969-010-034/UAA-1969-010-034.jpg,image/jpeg,Athletics,,,"Rugby, L.P. Thompson",1929,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-010-034, Rugby, L.P. Thompson, 1929",https://archive.org/details/UAA-1969-010-034
UAA-1969-010-035,https://archive.org/download/UAA-1969-010-035/UAA-1969-010-035.jpg,image/jpeg,Athletics,,,"Rugby, Wallace Sterling",1929,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-010-035, Rugby, Wallace Sterling, 1929",https://archive.org/details/UAA-1969-010-035
uaa-1969-097-049,https://archive.org/download/uaa-1969-097-049/uaa-1969-097-049.jpg,image/jpeg,Arts/Fine Arts,,,P.J. Lazorowich and Ukranian Chorus,1929,University of Alberta Archives,PJ Lazorowich and Ukranian Chorus from CKUA over C.N Network April 1929,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-049, P.J. Lazorowich and Ukranian Chorus, 1929",https://archive.org/details/uaa-1969-097-049
UAA-1969-097-050b,https://archive.org/download/UAA-1969-097-050b/UAA-1969-097-050b.jpg,image/jpeg,Radio/Television,,,"""Varsity 6"" Dance Orchestra",1929,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-050b, ""Varsity 6"" Dance Orchestra, 1929",https://archive.org/details/UAA-1969-097-050b
UAA-1969-097-054b,https://archive.org/download/UAA-1969-097-054b/UAA-1969-097-054b.jpg,image/jpeg,Radio/Television; Women,,,CKUA Radio and Orchestra,1929,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-054b, CKUA Radio and Orchestra, 1929",https://archive.org/details/UAA-1969-097-054b
UAA-1969-097-057,https://archive.org/download/UAA-1969-097-057/UAA-1969-097-057.jpg,image/jpeg,Women,,,Alberta Women's Institute Girls' Club Conference,1929,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-057, Alberta Women's Institute Girls' Club Conference, 1929",https://archive.org/details/UAA-1969-097-057
uaa-1969-097-779,https://archive.org/download/uaa-1969-097-779/uaa-1969-097-779.jpg,image/jpeg,Radio/Television,,,CKUA Radio,1929,University of Alberta Archives,"CKUA Radio, 1929",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-779, CKUA Radio, 1929",https://archive.org/details/uaa-1969-097-779
uaa-1969-097-784,https://archive.org/download/uaa-1969-097-784/uaa-1969-097-784.jpg,image/jpeg,Buildings,,,University of Alberta Dining Hall in Athabasca,1929,University of Alberta Archives,"University of Alberta Dining Hall in Athabasca, 1929",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-784, University of Alberta Dining Hall in Athabasca, 1929",https://archive.org/details/uaa-1969-097-784
uaa-1969-097-785a,https://archive.org/download/uaa-1969-097-785a/uaa-1969-097-785a.jpg,image/jpeg,Buildings,,,Service Roll at Athabasca and Convocation Hall,1929,University of Alberta Archives,"Service Roll at Athabasca and Convocation Hall, 1929",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-785a, Service Roll at Athabasca and Convocation Hall, 1929",https://archive.org/details/uaa-1969-097-785a
uaa-1969-097-796,https://archive.org/download/uaa-1969-097-796/uaa-1969-097-796.jpg,image/jpeg,Residences; Student Life,,,Boys in Dressing Gowns in Residence,1929,University of Alberta Archives,"Boys in Dressing Gowns in Residence, 1929",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-796, Boys in Dressing Gowns in Residence, 1929",https://archive.org/details/uaa-1969-097-796
uaa-1969-097-798,https://archive.org/download/uaa-1969-097-798/uaa-1969-097-798.jpg,image/jpeg,Residences,,,Boys in Residence Room Athabasca Hall,1929,University of Alberta Archives,"Boys in Residence Room Athabasca Hall, 1929",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-798, Boys in Residence Room Athabasca Hall, 1929",https://archive.org/details/uaa-1969-097-798
uaa-1969-097-799,https://archive.org/download/uaa-1969-097-799/uaa-1969-097-799.jpg,image/jpeg,Residences,,,Pembina Dining Room,1929,University of Alberta Archives,"Female students in Pembina Dining Room, 1929",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-799, Pembina Dining Room, 1929",https://archive.org/details/uaa-1969-097-799
uaa-1969-097-808,https://archive.org/download/uaa-1969-097-808/uaa-1969-097-808.jpg,image/jpeg,Student Life,,,Ukrainian Choir from M. Prushevshki Institute,1929,University of Alberta Archives,"Ukrainian Choir from M. Prushevshki Institute, 1929",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-808, Ukrainian Choir from M. Prushevshki Institute, 1929",https://archive.org/details/uaa-1969-097-808
uaa-1969-097-823,https://archive.org/download/uaa-1969-097-823/uaa-1969-097-823.jpg,image/jpeg,Agriculture,,,Map of Alberta Soil Type,1929,University of Alberta Archives,"Map of Alberta Soil Type, 1929",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-823, Map of Alberta Soil Type, 1929",https://archive.org/details/uaa-1969-097-823
uaa-1969-097-828,https://archive.org/download/uaa-1969-097-828/uaa-1969-097-828.jpg,image/jpeg,Health Sciences; Buildings,,,Anatomy Lab in Medical Building,1929,University of Alberta Archives,"Anatomy Lab in Medical Building, 1929",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-828, Anatomy Lab in Medical Building, 1929",https://archive.org/details/uaa-1969-097-828
uaa-1969-097-829,https://archive.org/download/uaa-1969-097-829/uaa-1969-097-829.jpg,image/jpeg,Buildings,,,Washroom in Medical Building,1929,University of Alberta Archives,"Washroom in Medical Building, 1929",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-829, Washroom in Medical Building, 1929",https://archive.org/details/uaa-1969-097-829
uaa-1969-097-830,https://archive.org/download/uaa-1969-097-830/uaa-1969-097-830.jpg,image/jpeg,Buildings; Health Sciences,,,Cases of Anatomical Specimen in Medical Building,1929,University of Alberta Archives,"Cases of Anatomical Specimen in Medical Building, 1929",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-830, Cases of Anatomical Specimen in Medical Building, 1929",https://archive.org/details/uaa-1969-097-830
uaa-1969-012-049,https://archive.org/download/uaa-1969-012-049/UAA-1969-012-049.jpg,image/jpeg,Women; Residences,,,Students outside Pembina Hall,1930,University of Alberta Archives,"Dorothy Copp, Alice Stewart outside Pembina Hall, 1930",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-012-049, Students outside Pembina Hall, 1930",https://archive.org/details/uaa-1969-012-049
uaa-1969-095-018,https://archive.org/download/uaa-1969-095-018/uaa-1969-095-018.jpg,image/jpeg,Events,,,Boy Scouts at Convocation Hall,1930,University of Alberta Archives,"Boy Scouts at Convocation Hall, December 1930.",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-095-018, Boy Scouts at Convocation Hall, 1930",https://archive.org/details/uaa-1969-095-018
UAA-1969-095-057,https://archive.org/download/UAA-1969-095-057/UAA-1969-095-057.jpg,image/jpeg,Classroom; Women,,,Household economics class,1930,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-095-057, Household economics class, 1930",https://archive.org/details/UAA-1969-095-057
UAA-1969-095-293,https://archive.org/download/UAA-1969-095-293/UAA-1969-095-293.jpg,image/jpeg,Agriculture; Buildings,,,University farm,1930,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-095-293, University farm, 1930",https://archive.org/details/UAA-1969-095-293
UAA-1969-095-299,https://archive.org/download/UAA-1969-095-299/UAA-1969-095-299.jpg,image/jpeg,Athletics; Buildings,,,Rugby,1930,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-095-299, Rugby, 1930",https://archive.org/details/UAA-1969-095-299
UAA-1969-097-064,https://archive.org/download/UAA-1969-097-064/UAA-1969-097-064.jpg,image/jpeg,Student Life; Women,,,Senior Winners Inter-year play competition,1930,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-064, Senior Winners Inter-year play competition, 1930",https://archive.org/details/UAA-1969-097-064
UAA-1969-097-073,https://archive.org/download/UAA-1969-097-073/UAA-1969-097-073.jpg,image/jpeg,Agriculture; Student Life; Women,,,Farm Young People's Group,1930,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-073, Farm Young People's Group, 1930",https://archive.org/details/UAA-1969-097-073
uaa-1969-097-857b,https://archive.org/download/uaa-1969-097-857b/uaa-1969-097-857b.jpg,image/jpeg,Hospital,,,Patients in Special Paralysis Ward,1930,University of Alberta Archives,"Patients in Special Paralysis Ward, University Hospital 1930",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-857b, Patients in Special Paralysis Ward, 1930",https://archive.org/details/uaa-1969-097-857b
uaa-1969-097-866,https://archive.org/download/uaa-1969-097-866/uaa-1969-097-866.jpg,image/jpeg,Athletics,,,COTC Boxers,1930,University of Alberta Archives,"COTC Boxers, 1930",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-866, COTC Boxers, 1930",https://archive.org/details/uaa-1969-097-866
uaa-1969-097-867,https://archive.org/download/uaa-1969-097-867/uaa-1969-097-867.jpg,image/jpeg,Military,,,COTC Gunnery Units,1930,University of Alberta Archives,"COTC Gunnery Units, 1930",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-867, COTC Gunnery Units, 1930",https://archive.org/details/uaa-1969-097-867
uaa-1969-097-881,https://archive.org/download/uaa-1969-097-881/uaa-1969-097-881.jpg,image/jpeg,Hospital,,,University Hospital Outdoor Clinic,1930,University of Alberta Archives,"University Hospital Outdoor Clinic, 1930",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-881, University Hospital Outdoor Clinic, 1930",https://archive.org/details/uaa-1969-097-881
uaa-1969-097-897,https://archive.org/download/uaa-1969-097-897/uaa-1969-097-897.jpg,image/jpeg,Agriculture,,,Map of Alberta Soil Belt,1930,University of Alberta Archives,"Map of Alberta Soil Belt, 1930",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-897, Map of Alberta Soil Belt, 1930",https://archive.org/details/uaa-1969-097-897
UAA-1972-062-001,https://archive.org/download/UAA-1972-062-001/UAA-1972-062-001.jpg,image/jpeg,Buildings,,,Arts Building,1930,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-062-001, Arts Building, 1930",https://archive.org/details/UAA-1972-062-001
UAA-1972-062-008-001,https://archive.org/download/UAA-1972-062-008-001/UAA-1972-062-008-001.jpg,image/jpeg,Classroom; Equipment; Health Sciences; Women,,,Pharmaceutical Chemistry Lab,1930,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-062-008-001, Pharmaceutical Chemistry Lab, 1930",https://archive.org/details/UAA-1972-062-008-001
UAA-1977-046-001,https://archive.org/download/UAA-1977-046-001/UAA-1977-046-001.jpg,image/jpeg,Faculty/Staff; Sciences/Engineering,,,Professor Alan E. Cameron,1930,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1977-046-001, Professor Alan E. Cameron, 1930",https://archive.org/details/UAA-1977-046-001
